locus	pop1	metric	value
MrChr7G09600	DK	TajD	2.86332
MrChr7G14080	DK	pi	0.000733138
MrChr7G14080	DK	TajD	1.44835
MrChr7G15020	DK	pi	0
MrChr7G15790	DK	pi	0
MrChr7G17500	DK	pi	9.25E-05
MrChr7G17500	DK	TajD	-0.65526
MrChr7G17650	DK	pi	0.00758838
MrChr7G17650	DK	TajD	2.70192
MrChr7G21420	DK	pi	0.00177894
MrChr7G21420	DK	TajD	0.146756
MrChr7G22260	DK	pi	0
MrChr7G22860	DK	pi	0
MrChr7G24000	DK	pi	0.00146185
MrChr7G24000	DK	TajD	1.44835
MrChr7G26610	DK	pi	0.00016645
MrChr7G26610	DK	TajD	1.44835
MrChr7G30760	DK	pi	0.000745285
MrChr7G30760	DK	TajD	2.08579
MrChr8G00060	DK	pi	0.000152227
MrChr8G00060	DK	TajD	-2.17748
MrChr8G00160	DK	pi	0.000166845
MrChr8G00160	DK	TajD	-2.00835
MrChr8G03420	DK	pi	0
MrChr8G03720	DK	pi	0.00149449
MrChr8G03720	DK	TajD	1.88261
MrChr8G07290	DK	pi	0.000523537
MrChr8G07290	DK	TajD	1.63429
MrChr8G07390	DK	pi	0.000503594
MrChr8G07390	DK	TajD	0.331845
MrChr8G07910	DK	pi	0.00337838
MrChr8G07910	DK	TajD	-1.88876
MrChr8G10360	DK	pi	5.09E-05
MrChr8G10360	DK	TajD	-0.138355
MrChr8G12820	DK	pi	0.00123504
MrChr8G12820	DK	TajD	-0.254559
MrChr8G13590	DK	pi	0
MrChr8G17340	DK	pi	0
MrChr8G18170	DK	pi	0
MrChr8G20480	DK	pi	0
MrChr8G20900	DK	pi	0.000204248
MrChr8G20900	DK	TajD	-1.72954
MrChr8G25700	DK	pi	0.000128601
MrChr8G25700	DK	TajD	-1.72954
MrChr8G26690	DK	pi	0.00162115
MrChr8G26690	DK	TajD	-1.13099
MrChr1G08070	FH	pi	0.00814647
MrChr1G08070	FH	TajD	0.657671
MrChr1G09620	FH	pi	0.00233152
MrChr1G09620	FH	TajD	0.145012
MrChr1G19160	FH	pi	0.00144775
MrChr1G19160	FH	TajD	0.146756
MrChr1G19410	FH	pi	0.00114222
MrChr1G19410	FH	TajD	-1.37923
MrChr1G19520	FH	pi	0.000192169
MrChr1G19520	FH	TajD	0.642602
MrChr1G20250	FH	pi	0
MrChr1G20630	FH	pi	0.00386115
MrChr1G20630	FH	TajD	0.935302
MrChr1G28060	FH	pi	0
MrChr1G33480	FH	pi	0.00912058
MrChr1G33480	FH	TajD	1.39838
MrChr1G33580	FH	pi	0.00652277
MrChr1G33580	FH	TajD	0.735271
MrChr1G33710	FH	pi	0.00605467
MrChr1G33710	FH	TajD	1.61142
MrChr1G34100	FH	pi	0.000842619
MrChr1G34100	FH	TajD	-1.43155
MrChr1G34280	FH	pi	0.00406184
MrChr1G34280	FH	TajD	-0.407463
MrChr1G35930	FH	pi	0.000200705
MrChr1G35930	FH	TajD	-0.199641
MrChr1G36160	FH	pi	0.00161901
MrChr1G36160	FH	TajD	-0.391405
MrChr2G00260	FH	pi	0.00103225
MrChr2G00260	FH	TajD	-1.09068
MrChr2G05630	FH	pi	0
MrChr2G07980	FH	pi	0.00018566
MrChr2G07980	FH	TajD	0.146756
MrChr2G12750	FH	pi	0.00162391
MrChr2G12750	FH	TajD	-1.65533
MrChr2G13370	FH	pi	0.0169899
MrChr2G13370	FH	TajD	-0.971517
MrChr2G14970	FH	pi	0.000346216
MrChr2G14970	FH	TajD	1.23862
MrChr2G15070	FH	pi	0.000966495
MrChr2G15070	FH	TajD	-1.72954
MrChr2G15320	FH	pi	0.00892857
MrChr2G15320	FH	TajD	-1.14244
MrChr2G15930	FH	pi	0.000589075
MrChr2G15930	FH	TajD	-1.23241
MrChr2G16730	FH	pi	0.0021058
MrChr2G16730	FH	TajD	-2.05268
MrChr2G19680	FH	pi	0.000947429
MrChr2G19680	FH	TajD	1.12966
MrChr2G20710	FH	pi	0.00105412
MrChr2G20710	FH	TajD	-2.2504
MrChr2G22680	FH	pi	0
MrChr2G29720	FH	pi	0.00242387
MrChr2G29720	FH	TajD	-0.157571
MrChr2G31530	FH	pi	0.00217629
MrChr2G31530	FH	TajD	1.33679
MrChr3G00400	FH	pi	0.00339783
MrChr3G00400	FH	TajD	2.06145
MrChr3G02330	FH	pi	0.00454227
MrChr3G02330	FH	TajD	1.25433
MrChr3G05500	FH	pi	0.00507124
MrChr3G05500	FH	TajD	0.17839
MrChr3G08060	FH	pi	0.00133088
MrChr3G08060	FH	TajD	-0.209455
MrChr3G11270	FH	pi	0.000555825
MrChr3G11270	FH	TajD	-1.88429
MrChr3G13520	FH	pi	0.000336451
MrChr3G13520	FH	TajD	-0.678618
MrChr3G20570	FH	pi	0.00711817
MrChr3G20570	FH	TajD	0.935302
MrChr3G22850	FH	pi	0.00174311
MrChr3G22850	FH	TajD	-0.23615
MrChr3G24200	FH	pi	0.0183612
MrChr3G24200	FH	TajD	2.15105
MrChr3G27590	FH	pi	0.000257347
MrChr3G27590	FH	TajD	0.642602
MrChr3G29060	FH	pi	0
MrChr3G36960	FH	pi	0.011402
MrChr3G36960	FH	TajD	2.0922
MrChr4G00130	FH	pi	0.000427878
MrChr4G00130	FH	TajD	1.00763
MrChr4G01850	FH	pi	0.00941841
MrChr4G01850	FH	TajD	-0.873975
MrChr4G04090	FH	pi	0.00133164
MrChr4G04090	FH	TajD	-0.665921
MrChr4G20590	FH	pi	0.000383414
MrChr4G20590	FH	TajD	0.148376
MrChr4G25290	FH	pi	0.00155328
MrChr4G25290	FH	TajD	1.94954
MrChr4G27520	FH	pi	0.00214854
MrChr4G27520	FH	TajD	0.703904
MrChr4G28760	FH	pi	0.0037985
MrChr4G28760	FH	TajD	1.17211
MrChr5G02760	FH	pi	0.0014697
MrChr5G02760	FH	TajD	1.54846
MrChr5G05550	FH	pi	0.000429405
MrChr5G05550	FH	TajD	-1.23826
MrChr5G05730	FH	pi	0.00210095
MrChr5G05730	FH	TajD	0.0726057
MrChr5G06760	FH	pi	0.000412056
MrChr5G06760	FH	TajD	-0.138355
MrChr5G11600	FH	pi	0.000506664
MrChr5G11600	FH	TajD	-1.17785
MrChr5G19900	FH	pi	0.00106281
MrChr5G19900	FH	TajD	-0.705479
MrChr5G21680	FH	pi	0.00248732
MrChr5G21680	FH	TajD	0.389793
MrChr5G23600	FH	pi	0.00371724
MrChr5G23600	FH	TajD	0.570709
MrChr5G23810	FH	pi	0.00105794
MrChr5G23810	FH	TajD	-0.781735
MrChr5G24610	FH	pi	0.00643652
MrChr5G24610	FH	TajD	-0.0953616
MrChr5G25360	FH	pi	0
MrChr5G27250	FH	pi	0.00779072
MrChr5G27250	FH	TajD	1.31593
MrChr5G29290	FH	pi	0.00298441
MrChr5G29290	FH	TajD	0.848317
MrChr5G30270	FH	pi	0.00294235
MrChr5G30270	FH	TajD	0.494197
MrChr6G10950	FH	pi	0
MrChr6G11210	FH	pi	0.0036665
MrChr6G11210	FH	TajD	2.00107
MrChr6G13090	FH	pi	0.0238137
MrChr6G13090	FH	TajD	1.86086
MrChr6G16400	FH	pi	0.00100479
MrChr6G16400	FH	TajD	-0.105717
MrChr6G18250	FH	pi	0.000623722
MrChr6G18250	FH	TajD	0.658161
MrChr6G19600	FH	pi	0
MrChr6G23310	FH	pi	0.000312958
MrChr6G23310	FH	TajD	0.38895
MrChr6G28870	FH	pi	0.00345438
MrChr6G28870	FH	TajD	0.450195
MrChr6G28970	FH	pi	0.000994271
MrChr6G28970	FH	TajD	-0.147575
MrChr6G29110	FH	pi	0.00323439
MrChr6G29110	FH	TajD	0.400452
MrChr6G29600	FH	pi	0.00122216
MrChr6G29600	FH	TajD	-0.209806
MrChr6G30280	FH	pi	0.000528821
MrChr6G30280	FH	TajD	-0.277584
MrChr6G30380	FH	pi	0
MrChr6G31540	FH	pi	0.00687856
MrChr6G31540	FH	TajD	-0.589997
MrChr6G32070	FH	pi	0.00021777
MrChr6G32070	FH	TajD	-1.14244
MrChr6G32540	FH	pi	0.000371922
MrChr6G32540	FH	TajD	0.691337
MrChr6G32650	FH	pi	0.000855991
MrChr6G32650	FH	TajD	0.0153318
MrChr6G32850	FH	pi	0
MrChr6G32960	FH	pi	0.00811804
MrChr6G32960	FH	TajD	2.06637
MrChr6G34100	FH	pi	0.0219372
MrChr6G34100	FH	TajD	1.77541
MrChr6G34550	FH	pi	0.00370457
MrChr6G34550	FH	TajD	0.304858
MrChr6G36350	FH	pi	0.00212466
MrChr6G36350	FH	TajD	1.38054
MrChr7G00260	FH	pi	0.000857818
MrChr7G00260	FH	TajD	0.715266
MrChr7G02700	FH	pi	0.00430286
MrChr7G02700	FH	TajD	3.34316
MrChr7G07230	FH	pi	0.00134667
MrChr7G07230	FH	TajD	-0.353269
MrChr7G07500	FH	pi	0.000279721
MrChr7G07500	FH	TajD	-0.291162
MrChr7G07600	FH	pi	0.00319867
MrChr7G07600	FH	TajD	-0.246988
MrChr7G09610	FH	pi	0.00332288
MrChr7G09610	FH	TajD	1.49017
MrChr7G14090	FH	pi	0.00125662
MrChr7G14090	FH	TajD	-0.514914
MrChr7G15030	FH	pi	0.0048711
MrChr7G15030	FH	TajD	2.50516
MrChr7G15840	FH	pi	0
MrChr7G17550	FH	pi	0.00406643
MrChr7G17550	FH	TajD	1.74382
MrChr7G17660	FH	pi	0.00574566
MrChr7G17660	FH	TajD	2.46164
MrChr7G21430	FH	pi	0.00109076
MrChr7G21430	FH	TajD	0.897534
MrChr7G22270	FH	pi	0.00412474
MrChr7G22270	FH	TajD	0.47865
MrChr7G22870	FH	pi	0.00171514
MrChr7G22870	FH	TajD	0.123486
MrChr7G24010	FH	pi	0.00885177
MrChr7G24010	FH	TajD	-1.29437
MrChr7G25460	FH	pi	0
MrChr7G26620	FH	pi	0.00438453
MrChr7G26620	FH	TajD	1.78068
MrChr7G30770	FH	pi	0.00227357
MrChr7G30770	FH	TajD	2.96512
MrChr8G00070	FH	pi	0.000642503
MrChr8G00070	FH	TajD	-0.448258
MrChr8G00170	FH	pi	0.00207444
MrChr8G00170	FH	TajD	2.16073
MrChr8G01310	FH	pi	0.0102724
MrChr8G01310	FH	TajD	0.82026
MrChr8G03430	FH	pi	0
MrChr8G03730	FH	pi	0
MrChr8G07300	FH	pi	0.0100564
MrChr8G07300	FH	TajD	1.3679
MrChr8G07400	FH	pi	0
MrChr8G10370	FH	pi	0.00146799
MrChr8G10370	FH	TajD	1.96158
MrChr8G13500	FH	pi	0
MrChr8G13600	FH	pi	0.000243833
MrChr8G13600	FH	TajD	1.42616
MrChr8G17350	FH	pi	0.00474383
MrChr8G17350	FH	TajD	2.54612
MrChr8G21960	FH	pi	0
MrChr8G25710	FH	pi	0.00204699
MrChr8G25710	FH	TajD	-0.38605
MrChr8G26700	FH	pi	0.00137278
MrChr8G26700	FH	TajD	-0.305471
MrChr1G08060	FH	pi	0.00312449
MrChr1G08060	FH	TajD	1.09944
MrChr1G08970	FH	pi	0.00193296
MrChr1G08970	FH	TajD	1.20188
MrChr1G19150	FH	pi	0.000329131
MrChr1G19150	FH	TajD	1.03928
MrChr1G19260	FH	pi	0.000431416
MrChr1G19260	FH	TajD	1.01887
MrChr1G19510	FH	pi	0.000576119
MrChr1G19510	FH	TajD	0.413287
MrChr1G20620	FH	pi	0
MrChr1G21270	FH	pi	0
MrChr1G28050	FH	pi	0.0036087
MrChr1G28050	FH	TajD	2.18334
MrChr1G33170	FH	pi	0.00167014
MrChr1G33170	FH	TajD	0.202085
MrChr1G33570	FH	pi	0.00375101
MrChr1G33570	FH	TajD	0.969061
MrChr1G33700	FH	pi	0.0068255
MrChr1G33700	FH	TajD	1.94986
MrChr1G34090	FH	pi	0.00195278
MrChr1G34090	FH	TajD	0.182887
MrChr1G34270	FH	pi	0.00181863
MrChr1G34270	FH	TajD	-0.513462
MrChr1G35920	FH	pi	0.00114392
MrChr1G35920	FH	TajD	1.78993
MrChr1G36150	FH	pi	0.00473517
MrChr1G36150	FH	TajD	2.37035
MrChr2G00130	FH	pi	0.000171937
MrChr2G00130	FH	TajD	1.59213
MrChr2G07970	FH	pi	0.00142017
MrChr2G07970	FH	TajD	-0.138355
MrChr2G12400	FH	pi	0.00198832
MrChr2G12400	FH	TajD	0.323687
MrChr2G13360	FH	pi	0.0171096
MrChr2G13360	FH	TajD	-1.00946
MrChr2G14960	FH	pi	0.000266163
MrChr2G14960	FH	TajD	-2.37521
MrChr2G15180	FH	pi	0
MrChr2G16830	FH	pi	0.00065922
MrChr2G16830	FH	TajD	-1.63744
MrChr2G20700	FH	pi	0.0013797
MrChr2G20700	FH	TajD	-1.21017
MrChr2G22670	FH	pi	0.0027965
MrChr2G22670	FH	TajD	1.94035
MrChr2G29420	FH	pi	0.00327893
MrChr2G29420	FH	TajD	-0.70566
MrChr2G30300	FH	pi	0.00272164
MrChr2G30300	FH	TajD	1.14806
MrChr3G00210	FH	pi	0.00402192
MrChr3G00210	FH	TajD	1.62707
MrChr3G00490	FH	pi	0.00211299
MrChr3G00490	FH	TajD	1.52813
MrChr3G05490	FH	pi	0.00458993
MrChr3G05490	FH	TajD	1.70236
MrChr3G08050	FH	pi	0.00368605
MrChr3G08050	FH	TajD	0.471549
MrChr3G10820	FH	pi	0
MrChr3G11160	FH	pi	0
MrChr3G13500	FH	pi	0.000596478
MrChr3G13500	FH	TajD	0.434608
MrChr3G20560	FH	pi	0.00344864
MrChr3G20560	FH	TajD	-0.0911039
MrChr3G22780	FH	pi	0.00224279
MrChr3G22780	FH	TajD	0.0495432
MrChr3G24190	FH	pi	0.00118505
MrChr3G24190	FH	TajD	1.75948
MrChr3G27580	FH	pi	0
MrChr3G29050	FH	pi	0.000527093
MrChr3G29050	FH	TajD	0.105448
MrChr3G36950	FH	pi	0.00217068
MrChr3G36950	FH	TajD	-0.378354
MrChr4G01840	FH	pi	0.00285673
MrChr4G01840	FH	TajD	-0.788014
MrChr4G04080	FH	pi	0.00392289
MrChr4G04080	FH	TajD	-0.720569
MrChr4G16510	FH	pi	0.000822368
MrChr4G16510	FH	TajD	-1.14244
MrChr4G20580	FH	pi	0.000234315
MrChr4G20580	FH	TajD	-0.872538
MrChr4G24430	FH	pi	0.00040069
MrChr4G24430	FH	TajD	0.7592
MrChr4G27510	FH	pi	0.00118691
MrChr4G27510	FH	TajD	-0.357057
MrChr4G28750	FH	pi	0.00480769
MrChr4G28750	FH	TajD	-1.14244
MrChr5G01160	FH	pi	0.00346534
MrChr5G01160	FH	TajD	0.699561
MrChr5G05540	FH	pi	0.0027002
MrChr5G05540	FH	TajD	2.31449
MrChr5G05720	FH	pi	0.000812652
MrChr5G05720	FH	TajD	-2.27529
MrChr5G06750	FH	pi	0
MrChr5G10750	FH	pi	0
MrChr5G16080	FH	pi	0.000439312
MrChr5G16080	FH	TajD	-0.138355
MrChr5G19810	FH	pi	0.000306114
MrChr5G19810	FH	TajD	-0.678618
MrChr5G21530	FH	pi	0.000361272
MrChr5G21530	FH	TajD	-1.50368
MrChr5G23590	FH	pi	0.00219729
MrChr5G23590	FH	TajD	0.588906
MrChr5G23800	FH	pi	0.00206502
MrChr5G23800	FH	TajD	-0.585074
MrChr5G24600	FH	pi	0
MrChr5G25350	FH	pi	0.00546539
MrChr5G25350	FH	TajD	1.57737
MrChr5G27130	FH	pi	0.000384095
MrChr5G27130	FH	TajD	-0.678618
MrChr5G29280	FH	pi	0.00257205
MrChr5G29280	FH	TajD	0.683342
MrChr5G30260	FH	pi	0.0037428
MrChr5G30260	FH	TajD	0.530992
MrChr6G10940	FH	pi	0.000600411
MrChr6G10940	FH	TajD	0.202085
MrChr6G11200	FH	pi	0.00151392
MrChr6G11200	FH	TajD	0.823382
MrChr6G11530	FH	pi	0.00145693
MrChr6G11530	FH	TajD	1.97073
MrChr6G15990	FH	pi	0.00170541
MrChr6G15990	FH	TajD	0.0269917
MrChr6G18240	FH	pi	0.00229843
MrChr6G18240	FH	TajD	-0.284411
MrChr6G18520	FH	pi	0.00595633
MrChr6G18520	FH	TajD	2.99332
MrChr6G23300	FH	pi	0
MrChr6G28860	FH	pi	0.00113859
MrChr6G28860	FH	TajD	0.471549
MrChr6G28960	FH	pi	0.00372208
MrChr6G28960	FH	TajD	-0.209455
MrChr6G29080	FH	pi	0.00145135
MrChr6G29080	FH	TajD	-0.291715
MrChr6G29260	FH	pi	0.00488178
MrChr6G29260	FH	TajD	-0.897443
MrChr6G30270	FH	pi	0.00108659
MrChr6G30270	FH	TajD	0.424607
MrChr6G30370	FH	pi	0.00301075
MrChr6G30370	FH	TajD	-0.209455
MrChr6G31420	FH	pi	0.00131091
MrChr6G31420	FH	TajD	-0.8525
MrChr6G32060	FH	pi	0.00206394
MrChr6G32060	FH	TajD	1.75766
MrChr6G32530	FH	pi	0
MrChr6G32640	FH	pi	0.00205862
MrChr6G32640	FH	TajD	-0.290219
MrChr6G32840	FH	pi	0
MrChr6G32940	FH	pi	0
MrChr6G33970	FH	pi	0.00256452
MrChr6G33970	FH	TajD	0.58474
MrChr6G34090	FH	pi	0.0193692
MrChr6G34090	FH	TajD	1.09275
MrChr6G34490	FH	pi	0.00278726
MrChr6G34490	FH	TajD	1.8217
MrChr6G36340	FH	pi	0.00641032
MrChr6G36340	FH	TajD	3.02204
MrChr6G39440	FH	pi	0.00219656
MrChr6G39440	FH	TajD	-0.498402
MrChr7G02690	FH	pi	0.00112544
MrChr7G02690	FH	TajD	0.289023
MrChr7G05200	FH	pi	0.00701613
MrChr7G05200	FH	TajD	-0.589997
MrChr7G06540	FH	pi	0.000971933
MrChr7G06540	FH	TajD	-0.628574
MrChr7G07490	FH	pi	0.000958371
MrChr7G07490	FH	TajD	0.146756
MrChr7G07590	FH	pi	0.000741239
MrChr7G07590	FH	TajD	-0.121514
MrChr7G09600	FH	pi	0.00256263
MrChr7G09600	FH	TajD	1.23976
MrChr7G14080	FH	pi	0.000531525
MrChr7G14080	FH	TajD	-0.589997
MrChr7G15020	FH	pi	0.00315844
MrChr7G15020	FH	TajD	2.10983
MrChr7G15790	FH	pi	0.00110947
MrChr7G15790	FH	TajD	-2.10198
MrChr7G17500	FH	pi	0.00522923
MrChr7G17500	FH	TajD	2.82411
MrChr7G17650	FH	pi	0.0113826
MrChr7G17650	FH	TajD	3.00693
MrChr7G21420	FH	pi	0.00304396
MrChr7G21420	FH	TajD	1.33679
MrChr7G22260	FH	pi	0.00418459
MrChr7G22260	FH	TajD	1.80027
MrChr7G22860	FH	pi	0.00275745
MrChr7G22860	FH	TajD	-0.484913
MrChr7G24000	FH	pi	0.00928881
MrChr7G24000	FH	TajD	-0.917707
MrChr7G26610	FH	pi	0.00343096
MrChr7G26610	FH	TajD	1.92371
MrChr7G30760	FH	pi	0.000420151
MrChr7G30760	FH	TajD	0.299213
MrChr8G00060	FH	pi	0.000162048
MrChr8G00060	FH	TajD	1.33679
MrChr8G00160	FH	pi	0.000222818
MrChr8G00160	FH	TajD	1.03928
MrChr8G03420	FH	pi	0
MrChr8G03720	FH	pi	0.000707661
MrChr8G03720	FH	TajD	-0.702648
MrChr8G07290	FH	pi	0.00719196
MrChr8G07290	FH	TajD	1.97333
MrChr8G07390	FH	pi	0.000922962
MrChr8G07390	FH	TajD	0.97909
MrChr8G07910	FH	pi	0.00904534
MrChr8G07910	FH	TajD	0.69895
MrChr8G10360	FH	pi	0.00081918
MrChr8G10360	FH	TajD	1.91656
MrChr8G12820	FH	pi	0.000733305
MrChr8G12820	FH	TajD	1.24553
MrChr8G13590	FH	pi	0
MrChr8G17340	FH	pi	0.000341636
MrChr8G17340	FH	TajD	2.19266
MrChr8G18170	FH	pi	0
MrChr8G20480	FH	pi	0.000579203
MrChr8G20480	FH	TajD	-0.263703
MrChr8G20900	FH	pi	0.00328115
MrChr8G20900	FH	TajD	1.06543
MrChr8G25700	FH	pi	0.000309748
MrChr8G25700	FH	TajD	-0.182102
MrChr8G26690	FH	pi	0.00194165
MrChr8G26690	FH	TajD	-0.287154
MrChr1G08120	FH	pi	0.000449108
MrChr1G08120	FH	TajD	0.555162
MrChr1G18410	FH	pi	0.00687946
MrChr1G18410	FH	TajD	1.63711
MrChr1G19460	FH	pi	0.000833147
MrChr1G19460	FH	TajD	-1.47695
MrChr1G19720	FH	pi	0.00497732
MrChr1G19720	FH	TajD	-0.82875
MrChr1G20510	FH	pi	0.00974462
MrChr1G20510	FH	TajD	-0.448258
MrChr1G20820	FH	pi	0
MrChr1G28010	FH	pi	0.00447226
MrChr1G28010	FH	TajD	2.61288
MrChr1G28750	FH	pi	0.00553434
MrChr1G28750	FH	TajD	-0.474783
MrChr1G33530	FH	pi	0.00627929
MrChr1G33530	FH	TajD	1.96625
MrChr1G33630	FH	pi	0.00702289
MrChr1G33630	FH	TajD	1.31515
MrChr1G34220	FH	pi	0.00449882
MrChr1G34220	FH	TajD	2.4019
MrChr1G34640	FH	pi	0
MrChr1G36210	FH	pi	0.00640697
MrChr1G36210	FH	TajD	0.227755
MrChr2G04330	FH	pi	0
MrChr2G08030	FH	pi	0.000378841
MrChr2G08030	FH	TajD	-0.448258
MrChr2G13320	FH	pi	0.0129689
MrChr2G13320	FH	TajD	1.76873
MrChr2G14920	FH	pi	0.0050078
MrChr2G14920	FH	TajD	-1.0646
MrChr2G15020	FH	pi	0.00471698
MrChr2G15020	FH	TajD	-1.88876
MrChr2G15120	FH	pi	0.000884399
MrChr2G15120	FH	TajD	-1.04684
MrChr2G15750	FH	pi	0.00348281
MrChr2G15750	FH	TajD	2.03742
MrChr2G16580	FH	pi	0.000591017
MrChr2G16580	FH	TajD	-2.23978
MrChr2G16680	FH	pi	0.00152439
MrChr2G16680	FH	TajD	-1.14244
MrChr2G16790	FH	pi	0.00548135
MrChr2G16790	FH	TajD	-0.448258
MrChr2G21400	FH	pi	0.00232123
MrChr2G21400	FH	TajD	-0.21291
MrChr2G22900	FH	pi	0.00403116
MrChr2G22900	FH	TajD	1.93493
MrChr2G30230	FH	pi	0.00199132
MrChr2G30230	FH	TajD	1.02505
MrChr2G36260	FH	pi	0.00401287
MrChr2G36260	FH	TajD	1.03928
MrChr3G00450	FH	pi	0.00560734
MrChr3G00450	FH	TajD	1.87019
MrChr3G04270	FH	pi	0.00172579
MrChr3G04270	FH	TajD	2.37913
MrChr3G07560	FH	pi	0.00351756
MrChr3G07560	FH	TajD	1.81884
MrChr3G09840	FH	pi	0.00837469
MrChr3G09840	FH	TajD	2.08006
MrChr3G10280	FH	pi	0.00188757
MrChr3G10280	FH	TajD	-0.0977766
MrChr3G10880	FH	pi	0.00143913
MrChr3G10880	FH	TajD	-0.0139324
MrChr3G11320	FH	pi	0.000533347
MrChr3G11320	FH	TajD	-2.2098
MrChr3G20350	FH	pi	0.00309091
MrChr3G20350	FH	TajD	1.06424
MrChr3G22740	FH	pi	0.014086
MrChr3G22740	FH	TajD	0.190507
MrChr3G23130	FH	pi	0.000128689
MrChr3G23130	FH	TajD	0.853336
MrChr3G25530	FH	pi	0.000613786
MrChr3G25530	FH	TajD	-2.43811
MrChr3G29010	FH	pi	0.00467775
MrChr3G29010	FH	TajD	-0.259912
MrChr3G36910	FH	pi	0.00343109
MrChr3G36910	FH	TajD	2.68743
MrChr3G37370	FH	pi	0.001052
MrChr3G37370	FH	TajD	1.37331
MrChr4G01800	FH	pi	0
MrChr4G03820	FH	pi	0.00263946
MrChr4G03820	FH	TajD	-0.464115
MrChr4G14060	FH	pi	0.0373962
MrChr4G14060	FH	TajD	3.34351
MrChr4G20540	FH	pi	0.000656971
MrChr4G20540	FH	TajD	1.53512
MrChr4G22740	FH	pi	0
MrChr4G26960	FH	pi	0.00290904
MrChr4G26960	FH	TajD	-0.287618
MrChr4G28710	FH	pi	0.00345826
MrChr4G28710	FH	TajD	0.314696
MrChr4G29030	FH	pi	0
MrChr5G05390	FH	pi	0.00363477
MrChr5G05390	FH	TajD	1.5911
MrChr5G05600	FH	pi	0.00131767
MrChr5G05600	FH	TajD	-1.08996
MrChr5G06980	FH	pi	0.0381901
MrChr5G06980	FH	TajD	1.60908
MrChr5G14500	FH	pi	0
MrChr5G19410	FH	pi	0.00556836
MrChr5G19410	FH	TajD	0.259603
MrChr5G21060	FH	pi	0.00075235
MrChr5G21060	FH	TajD	-0.833504
MrChr5G23450	FH	pi	0.00171254
MrChr5G23450	FH	TajD	1.20043
MrChr5G23720	FH	pi	0.00166382
MrChr5G23720	FH	TajD	1.79863
MrChr5G24200	FH	pi	0.0028221
MrChr5G24200	FH	TajD	1.93644
MrChr5G24660	FH	pi	0.000846695
MrChr5G24660	FH	TajD	-0.346578
MrChr5G26530	FH	pi	0.000986144
MrChr5G26530	FH	TajD	-2.15269
MrChr5G29240	FH	pi	0.00647168
MrChr5G29240	FH	TajD	0.446004
MrChr5G29820	FH	pi	0.00220874
MrChr5G29820	FH	TajD	0.375715
MrChr6G09740	FH	pi	0.00109161
MrChr6G09740	FH	TajD	-0.853465
MrChr6G11020	FH	pi	0.0014022
MrChr6G11020	FH	TajD	1.42257
MrChr6G11260	FH	pi	0.00483176
MrChr6G11260	FH	TajD	3.01271
MrChr6G14450	FH	pi	0.000256949
MrChr6G14450	FH	TajD	-0.482635
MrChr6G16580	FH	pi	0.00199009
MrChr6G16580	FH	TajD	1.03539
MrChr6G18300	FH	pi	0.00930089
MrChr6G18300	FH	TajD	0.0586688
MrChr6G19890	FH	pi	0.0121844
MrChr6G19890	FH	TajD	0.374224
MrChr6G28920	FH	pi	0.00793997
MrChr6G28920	FH	TajD	-0.536532
MrChr6G29030	FH	pi	0.00181005
MrChr6G29030	FH	TajD	-0.273638
MrChr6G29220	FH	pi	0.00202039
MrChr6G29220	FH	TajD	-0.809039
MrChr6G30230	FH	pi	0.00343628
MrChr6G30230	FH	TajD	-0.155056
MrChr6G30330	FH	pi	0.00119432
MrChr6G30330	FH	TajD	0.0793358
MrChr6G31750	FH	pi	0.00116526
MrChr6G31750	FH	TajD	-0.817717
MrChr6G32200	FH	pi	0.00106953
MrChr6G32200	FH	TajD	-0.448258
MrChr6G32590	FH	pi	0.00144947
MrChr6G32590	FH	TajD	0.341576
MrChr6G32900	FH	pi	0.00508467
MrChr6G32900	FH	TajD	1.88215
MrChr6G33910	FH	pi	0.0022464
MrChr6G33910	FH	TajD	0.934685
MrChr6G34030	FH	pi	0.00346504
MrChr6G34030	FH	TajD	1.06953
MrChr6G34250	FH	pi	0.00133817
MrChr6G34250	FH	TajD	-0.182632
MrChr6G35070	FH	pi	0.00431437
MrChr6G35070	FH	TajD	0.495082
MrChr6G36860	FH	pi	0.00548835
MrChr6G36860	FH	TajD	1.18841
MrChr7G01050	FH	pi	0.0029725
MrChr7G01050	FH	TajD	2.19808
MrChr7G04140	FH	pi	0
MrChr7G06330	FH	pi	0.00425766
MrChr7G06330	FH	TajD	0.582473
MrChr7G07450	FH	pi	0.000204618
MrChr7G07450	FH	TajD	-0.842892
MrChr7G07550	FH	pi	0.00217894
MrChr7G07550	FH	TajD	0.69862
MrChr7G08720	FH	pi	0.00068358
MrChr7G08720	FH	TajD	0.15962
MrChr7G12760	FH	pi	0.00282869
MrChr7G12760	FH	TajD	2.3896
MrChr7G14830	FH	pi	0.00983928
MrChr7G14830	FH	TajD	2.02376
MrChr7G15550	FH	pi	0.000818442
MrChr7G15550	FH	TajD	2.17873
MrChr7G17310	FH	pi	0.00255038
MrChr7G17310	FH	TajD	-0.847077
MrChr7G17600	FH	pi	0
MrChr7G18850	FH	pi	0.00537509
MrChr7G18850	FH	TajD	3.541
MrChr7G22200	FH	pi	0.00494373
MrChr7G22200	FH	TajD	1.50236
MrChr7G22320	FH	pi	0.0020156
MrChr7G22320	FH	TajD	1.18597
MrChr7G22800	FH	pi	0.00273692
